"staSeq","locationName","locationDescription","locationType","ylat","xlong","sourceMapScale","horizCollectMethod","horizRefDatum","stateCd","munName","subBasin","adbSegID","hydroID","createDate","createUser","lastUpdateDate","lastUpdateUser"
19608,"Second Brook","DS of Rt 10/202","River/Stream",41.856017,-72.811589,0,"Interpolation-Satellite","WGS84","CT","SIMSBURY",4300,"","","2017-04-25 13:02:00","HagstromN","2017-04-25 13:03:00","HagstromN"
20361,"Housatonic River","above Carse Refuge","River/Stream",41.856087,-73.374383,0,"Interpolation-Satellite","WGS84","CT","CORNWALL",6000,"","","2019-12-18 09:28:00","HagstromN","2021-11-17 18:20:50","BeckerM"
16338,"West Branch Naugatuck River","Adjacent to Rte 272 upstream Drakeville Trailer Park","River/Stream",41.8561,-73.1602,24000,"Unknown","NAD83","CT","TORRINGTON",6904,"CT6904-00_04","103005596","2008-04-11 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15599,"Mashamoquet Brook","end paved section of road in state park","River/Stream",41.8561,-71.9758,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"CT3710-00_02","109002743","2004-12-08 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15717,"Mashamoquet Brook","upstream Wolf Den Road","River/Stream",41.8562,-71.9673,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"CT3710-00_02","","2005-07-21 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
20047,"Mashamoquet Brook","15m downstream Wolf Den Road","River/Stream",41.856331,-71.9664,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"3710.0","109002738","2018-04-23 12:50:00","LallyMe","2021-10-05 14:34:45","BeckerM"
17962,"Still River, Tributary to","OFF MACHUGA ROAD","River/Stream",41.85639,-73.08889,24000,"Interpolation-Satellite","NAD83","CT","TORRINGTON",4303,"needs","","2011-12-16 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
15107,"Willimantic River","Heron Cove Park","River/Stream",41.8564,-72.3072,24000,"Interpolation-Map","NAD83","CT","TOLLAND",3100,"CT3100-00_03","107002249","2003-09-22 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
17564,"Eldridge Brook","at Clint Eldridge road crossing","River/Stream",41.85643,-72.25759,24000,"Unknown","NAD83","CT","WILLINGTON",3207,"Needs","","2010-05-13 00:00:00","BeaucheneM","2019-08-13 10:26:00","BeckerM"
17269,"Cherry Brook","at West  Mountain  Road Bridge","River/Stream",41.8567,-72.9158,24000,"Interpolation-Map","NAD83","CT","CANTON",4309,"CT4309-00","105001465","2009-02-19 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
15966,"Mill Brook","at Route 75 (#180)","River/Stream",41.8569,-72.6501,24000,"Interpolation-Map","NAD83","CT","WINDSOR",4321,"CT4321-00_01","","2006-05-31 00:00:00","BellucciC","2010-03-12 00:00:00","BeaucheneM"
18013,"Baldwin Brook","At Dibble Hill Road","River/Stream",41.857,-73.33,24000,"Interpolation-Satellite","NAD83","CT","CORNWALL",6010,"needs","","2011-12-16 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
19803,"Halls Pond (Willington)","HPW-1, at deepest part of lake, parallel to fishing club boatramp, SITE Z NLA2017","Lake",41.857094,-72.298297,24000,"Interpolation-Satellite","WGS84","CT","WILLINGTON",3100,"","","2017-08-03 10:37:00","TokarzW","2021-11-17 18:20:50","BeckerM"
15316,"Gages Brook","at footbridge on Tolland Agricultural Center Property","River/Stream",41.8571,-72.4248,24000,"Interpolation-Map","NAD83","CT","TOLLAND",4503,"CT4503-01_01","106003576","2003-12-04 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
19901,"Wash Brook, No Name Tributary to","Downstream of Peters Road","River/Stream",41.857456,-72.732163,0,"Interpolation-Satellite","WGS84","CT","BLOOMFIELD",4404,"","106000288","2017-08-18 15:58:00","EltzB","2021-11-17 18:20:50","BeckerM"
15842,"Bog Meadow Brook","1 mile downstream Ford Pond Dam on Sharon Audubon Property","River/Stream",41.8575,-73.461,24000,"Interpolation-Map","NAD83","CT","SHARON",6302,"CT6302-00_01","103005522","2005-12-30 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15925,"Mashamoquet Brook diversion Pond","MMB-2 Right of Lifeguard Chair(s)","Lake",41.8575,-71.9788,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"NOSEG","","2006-05-16 00:00:00","Unknown","2011-12-28 11:54:00","GregoireB"
18014,"Baldwin Brook","upstream from pond bridge","River/Stream",41.857505,-73.330002,24000,"Interpolation-Satellite","NAD83","CT","CORNWALL",6010,"needs","","2011-12-16 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
15924,"Mashamoquet Brook diversion Pond","MMB-1 Left of Lifeguard Chair(s)","Lake",41.8576,-71.9796,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"NOSEG","","2006-05-16 00:00:00","Unknown","2011-12-28 11:54:00","GregoireB"
17590,"Mashamoquet Brook","Upstream Bosworth Road","River/Stream",41.8577,-71.95457,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:21:00","Unknown","2011-02-02 14:21:00","Unknown"
18883,"East Branch Naugatuck River","at Sawmill Hill Road","River/Stream",41.85783,-73.12913,0,"Interpolation-Satellite","WGS84","CT","TORRINGTON",6905,"CT6905-00_02","103005550","2015-03-31 08:47:00","LallyMe","2021-11-17 18:20:50","BeckerM"
17587,"Mashamoquet Brook","at entrance of diversion for swimming area","River/Stream",41.85789,-71.980078,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:16:00","Unknown","2021-11-17 18:20:50","BeckerM"
15795,"Farmington River","at Upper end Satan's Kingdom Recreation area parking","River/Stream",41.8579,-72.9583,24000,"Interpolation-Map","NAD83","CT","NEW HARTFORD",4300,"CT4300-00_04","105000291","2005-12-09 00:00:00","Unknown","2021-12-21 14:17:00","BeckerM"
15248,"Mashamoquet Brook","500 meters DS Route 44 in State Park","River/Stream",41.8579,-71.9812,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"CT3710-00_02","109002743","2003-09-22 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
19385,"Elliott Brook","50m off Fayette Wright Rd, abve marsh","River/Stream",41.85817,-72.052963,0,"Interpolation-Satellite","WGS84","CT","EASTFORD",3202,"","","2016-12-16 09:15:00","HagstromN","2016-12-16 09:15:00","HagstromN"
16841,"Mill Brook","Below Rte 305","River/Stream",41.8583,-72.6905,24000,"Unknown","NAD83","CT","BLOOMFIELD",4321,"CT4321-00_01","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
14675,"Quinebaug River","at Cotton Road Bridge (US rte 101)","River/Stream",41.8583,-71.9244,24000,"Interpolation-Map","NAD83","CT","KILLINGLY",3700,"CT3700-00_04","","2000-06-01 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
17772,"Lyon Brook, Tributary To","between Route 44 and Paine Road","River/Stream",41.85836,-72.03774,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2012-03-05 10:38:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
15882,"Mill Brook","downstream confluence Hatch Pd outlet and Bog Meadow Brook (Mitchelltown Road)","River/Stream",41.8584,-73.4691,24000,"Interpolation-Map","NAD83","CT","SHARON",6302,"CT6302-00_02","103005713","2006-05-15 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
16062,"Mill Brook","in golf course access via Warham Street","River/Stream",41.8584,-72.6577,24000,"Unknown","NAD83","CT","WINDSOR",4321,"CT4321-00_01","105001477","2006-12-04 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
17596,"Abington Brook","at end of Krazy Road upstream Route 44","River/Stream",41.85845,-72.0004,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:33:00","Unknown","2011-02-02 14:33:00","Unknown"
14240,"Hockanum River","upstream Werner Road","River/Stream",41.8585,-72.4916,24000,"GPS-Unspecified","NAD83","CT","VERNON",4500,"CT4500-00_05","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17144,"East Br. Naugatuck River, tributary to","500 M US mouth parallel to Sawmill Hill Rd","River/Stream",41.8586,-73.1261,24000,"Unknown","NAD83","CT","TORRINGTON",6905,"CT6905-02","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
17270,"Cherry Brook","at Barbourtown Rd at Route 179","River/Stream",41.8588,-72.9132,24000,"Interpolation-Map","NAD83","CT","CANTON",4309,"CT4309-00_02","105001465","2009-02-19 00:00:00","Unknown","2022-01-05 12:43:00","BeckerM"
15926,"Mashamoquet Brook","MMB-3 In brook upstream of Diversion to swimming pond","River/Stream",41.858805,-71.982202,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"CT3710-00_02","","2006-05-16 00:00:00","Unknown","2019-03-07 09:32:00","Unknown"
19522,"East Branch Naugatuck River Trib","500m above EB Naug along Sawmill Hill Rd","River/Stream",41.85891,-73.1253,0,"Interpolation-Satellite","WGS84","CT","TORRINGTON",6905,"","","2017-02-07 14:22:00","HagstromN","2017-02-07 14:23:00","HagstromN"
15249,"Mashamoquet Brook","50 meters DS of small dam in state park","River/Stream",41.8592,-71.9828,24000,"Interpolation-Map","NAD83","CT","POMFRET",3710,"CT3710-00_02","109002743","2003-09-22 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15991,"Stratton Brook","adjacent to Town Forest Road between telephone poles # 267 and #268","River/Stream",41.8595,-72.8481,24000,"Interpolation-Map","NAD83","CT","SIMSBURY",4318,"CT4318-03_01","105000299","2006-07-14 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
19729,"Mill Brook, Unnamed tributary to","Mitchell Town Rd at Pinch of Rocks Rd","River/Stream Perennial",41.85955,-73.4644,0,"Interpolation-Satellite","WGS84","CT","SHARON",6302,"","103005522","2017-06-16 14:06:00","HumphreysM","2021-10-05 14:34:45","BeckerM"
17591,"Mashamoquet Brook","Upstream of Wappoquia Brook in Baffin Sanctuary","River/Stream",41.859585,-71.956321,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:24:00","Unknown","2011-02-02 14:24:00","Unknown"
17594,"Wappoquia Brook","Upstream of Confluence with Mashamoquet Brook on Baffin Sanctuary","River/Stream",41.859624,-71.955293,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3709,"","109002718","2011-02-02 14:30:00","Unknown","2021-10-05 14:34:45","BeckerM"
16570,"Cherry Brook","South of Rte 179","River/Stream",41.8597,-72.9122,24000,"Unknown","NAD83","CT","CANTON",4309,"CT4309-00_02","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
17597,"Abington Brook, Tributary to","behind # 521 Hampton Road","River/Stream",41.8597,-72.00882,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:34:00","Unknown","2011-02-02 14:34:00","Unknown"
17733,"Abington Brook","Route 97","River/Stream",41.859865,-72.0075,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-11-21 14:55:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
19759,"Eldridge Brook","US of Mirtil Rd","River/Stream",41.85994,-72.265212,0,"Interpolation-Satellite","WGS84","CT","WILLINGTON",3207,"","107002286","2017-06-28 07:27:00","HagstromN","2021-10-05 14:34:45","BeckerM"
16616,"Dry Brook","DS of Rye Rd","River/Stream",41.86,-72.5811,24000,"Unknown","NAD83","CT","SOUTH WINDSOR",4200,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16705,"Green Brook","DS of south river rd","River/Stream",41.86,-72.3114,24000,"Unknown","NAD83","CT","TOLLAND",3100,"3100-09-1","107002297","2009-01-12 00:00:00","BeaucheneM","2021-12-27 17:18:19","BeckerM"
17028,"Sap Tree Run","25 M DS of rte 44","River/Stream",41.86,-71.9733,24000,"Unknown","NAD83","CT","POMFRET",3710,"CT3710-13_01","109002734","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18894,"Abbington Brook","above cheney Rd.","River/Stream",41.860044,-71.999781,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","109002725","2015-07-13 07:37:00","HagstromN","2021-10-05 14:34:45","BeckerM"
15417,"Knowlton Brook","downstream Upton Road","River/Stream",41.8601,-72.1973,24000,"Interpolation-Map","NAD83","CT","ASHFORD",3205,"CT3205-01_03","107002294","2004-02-05 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
16468,"Abington Brook","100 M US of cheney rd under rte 44","River/Stream",41.8603,-71.9989,24000,"Unknown","NAD83","CT","POMFRET",3710,"Needs","109002725","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
17599,"Mashamoquet Brook, Tributary to","Downstream Route 44 Just East of Mashamoquet Brook Campground driveway entrance","River/Stream",41.86054,-71.98576,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:37:00","Unknown","2011-02-02 14:37:00","Unknown"
17734,"Abington Brook, Tributary To","Downstream Route 44 near Rucki's General Store Pond Outlet","River/Stream",41.860564,-72.00756,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-11-21 14:59:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
20447,"Green Brook","Upstream South River Road","River/Stream",41.860581,-72.311427,0,"Interpolation-Satellite","WGS84","CT","TOLLAND",3100,"","","2020-09-29 13:14:00","EltzB","2021-11-17 18:20:50","BeckerM"
16379,"Barbour Brook","upstream Barbourtown road","River/Stream",41.8606,-72.9132,24000,"Interpolation-Map","NAD83","CT","CANTON",4309,"CT4309-05_01","","2008-07-23 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17396,"Natchaug River","Below Still-Bigelow Confluence below charlie brown campground","River/Stream",41.8608,-72.0912,24000,"Interpolation-Map","NAD83","CT","EASTFORD",3200,"Needs","","2009-12-15 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
18708,"Mashamoquet Brook","Upstream Rte 169","River/Stream",41.861089,-71.959598,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"CT3710-00_01","109002737","2014-07-01 10:49:00","HagstromN","2021-11-17 18:20:50","BeckerM"
17929,"Scantic River","300 Meters US Connecticut River behind fields off Ferry lane","River/Stream",41.8611,-72.61557,24000,"Interpolation-Satellite","NAD83","CT","SOUTH WINDSOR",4200,"Needs","","2010-10-22 00:00:00","BeaucheneM","2011-12-16 00:00:00","BeaucheneM"
17598,"Abington Brook","Downstream Route 44 at Abington Cemetary","River/Stream",41.861121,-72.01113,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-02-02 14:35:00","Unknown","2011-02-02 14:35:00","Unknown"
17735,"Abington Brook","at Dam outlet Abington Pond","River/Stream",41.861251,-72.0134,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-11-21 15:02:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
18676,"Alexander Lake","AL-1: Deepest Part of Lake-North","Lake",41.86169,-71.89953,24000,"Interpolation-MSS","WGS84","CT","KILLINGLY",3700,"","","2014-04-02 11:51:00","GregoireB","2021-11-17 18:20:50","BeckerM"
15862,"Hatch Pond","at deepest part of pond, Sharon","Lake",41.8618,-73.4693,24000,"Interpolation-Map","NAD83","CT","SHARON",6302,"CT6302-00-1-L1_01","","2006-05-12 00:00:00","Unknown","2016-05-25 09:14:00","TokarzW"
18410,"Fivemile River","Downstream I-395 (at Frito Lay facility)","River/Stream",41.862118,-71.8872,24000,"Interpolation-Map","NAD83","CT","KILLINGLY",3400,"","109002701","2013-01-24 10:36:00","LallyMe","2021-10-05 14:34:45","BeckerM"
17769,"Scantic River, Tributary To","upstream Route 5","River/Stream",41.8622,-72.6023,0,"Interpolation-Satellite","WGS84","CT","SOUTH WINDSOR",4200,"","","2012-03-05 10:08:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
20467,"Farmington River","Upstream Pleasant Street RR Crossing","River/Stream",41.86233,-72.64702,0,"Interpolation-Satellite","WGS84","CT","WINDSOR",4300,"4300.0","","2020-10-29 12:37:00","LallyMe","2020-10-29 12:37:00","LallyMe"
17554,"Skungamaug River","at Route 195 crossing","River/Stream",41.862333,-72.363362,24000,"Unknown","NAD83","CT","TOLLAND",3106,"Needs","","2010-05-13 00:00:00","BeaucheneM","2010-12-01 00:00:00","BeaucheneM"
19462,"Ivy Brook","Just above 1st Waterfall","River/Stream",41.862781,-73.366296,0,"Interpolation-Satellite","WGS84","CT","CORNWALL",6000,"","","2017-01-03 14:29:00","HagstromN","2017-01-03 14:29:00","HagstromN"
14199,"Fenton River","adjacent Daleville Road","River/Stream",41.863,-72.2402,24000,"GPS-Unspecified","NAD83","CT","WILLINGTON",3207,"CT3207-00_02","107002323","1999-03-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
20230,"Killingly Pond","at deep hole","Lake",41.863,-71.794,0,"Interpolation-Satellite","WGS84","CT","KILLINGLY",3404,"","","2019-06-27 13:33:00","BeckerM","2019-06-27 13:51:00","BeckerM"
19046,"Stratton Brook","adjacent well upstream of fishing pond, Stratton Brook State Park","River/Stream",41.863186,-72.838132,0,"Interpolation-Satellite","WGS84","CT","SIMSBURY",4318,"","","2016-06-27 13:16:00","BellucciC","2021-11-17 18:20:50","BeckerM"
16449,"Mount Hope River","Behind Ashford Town Hall, 250 ft DS Route 44","River/Stream",41.8633,-72.1612,24000,"Interpolation-Map","NAD83","CT","ASHFORD",3206,"CT3206-00_02","107002335","2008-11-21 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
15163,"Day Brook","behind Center at trail crossing","River/Stream",41.8635,-71.9554,24000,"Interpolation-Map","NAD83","CT","POMFRET",3709,"CT3709-02_01","109002695","2003-09-22 00:00:00","BeaucheneM","2022-01-05 12:07:25","BeckerM"
16242,"Fivemile River","at Route 12 and Huntley Road on town property","River/Stream",41.8638,-71.8834,24000,"Interpolation-Map","NAD83","CT","KILLINGLY",3400,"CT3400-00_03","109002701","2008-01-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
20169,"Stratton Brook Fishing Pond","US of Swimming Pond in Stratton Brook SP","Lake",41.863946,-71.835726,0,"Interpolation-Satellite","WGS84","CT","SIMSBURY",4318,"","","2019-03-13 08:26:00","HagstromN","2019-03-13 08:26:00","HagstromN"
15050,"Vernon STP","at Final Effluent","Facility Municipal Sewage (POTW)",41.864,-72.4862,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_05-INTO","","2003-06-25 00:00:00","BellucciC","2010-03-12 00:00:00","BeaucheneM"
19898,"Mill Brook, No Name Tributary to","Downstream of Pigeon Hill Road","River/Stream Intermittent",41.86403,-72.682538,0,"Interpolation-Satellite","WGS84","CT","WINDSOR",4321,"","105001491","2017-08-18 15:47:00","EltzB","2021-11-17 18:20:50","BeckerM"
16781,"Jakes Brook","200 M US Rte 272","River/Stream",41.864146,-73.170165,24000,"Unknown","NAD83","CT","TORRINGTON",6902,"CT6902-02_01","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16127,"Jakes Brook","at Route 272","River/Stream",41.864151,-73.167442,24000,"Interpolation-Map","NAD83","CT","TORRINGTON",6902,"CT6902-02_01","103005443","2007-05-16 00:00:00","BellucciC","2021-10-05 14:34:45","BeckerM"
16109,"Gardner Brook","Upstream Route 89 and adjacent Slade Rd","River/Stream",41.8642,-72.1598,24000,"GPS-Unspecified","NAD83","CT","ASHFORD",3206,"CT3206-09_01","107002343","2007-05-16 00:00:00","BellucciC","2021-10-05 14:34:45","BeckerM"
18972,"Farmington River","head of island below River Run condo","River/Stream",41.864255,-72.956171,0,"Interpolation-Satellite","WGS84","CT","NEW HARTFORD",4300,"","","2015-12-17 09:58:00","HagstromN","2021-11-17 18:20:50","BeckerM"
17631,"Hart Brook","from mouth upstream to route 272","River/Stream",41.864378,-73.166907,24000,"Interpolation-Satellite","WGS84","CT","TORRINGTON",6902,"","103005407","2011-06-17 11:46:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
19146,"Stratton Brook","downstream fishing pond dam","River/Stream",41.864463,-72.83479,0,"Interpolation-Satellite","WGS84","CT","SIMSBURY",4318,"","","2016-09-20 07:03:00","BellucciC","2016-09-20 07:04:00","BellucciC"
15879,"Cherry Brook","upstream Meadow Road","River/Stream",41.8647,-72.9085,24000,"Interpolation-Map","NAD83","CT","CANTON",4309,"CT4309-00_02","","2006-05-15 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14236,"Hockanum River","downstream Vernon Avenue","River/Stream",41.8647,-72.4517,24000,"GPS-Unspecified","NAD83","CT","VERNON",4500,"CT4500-00_06b","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19633,"Stratton Brook","DS of covered bridge in Stratton Brook SP","River/Stream",41.86479,-72.832682,0,"Interpolation-Satellite","WGS84","CT","SIMSBURY",4318,"","","2017-04-27 07:30:00","HagstromN","2017-04-27 07:30:00","HagstromN"
19047,"Mill Brook","at Old Pequonock Road","River/Stream",41.865242,-72.701833,0,"Interpolation-Satellite","WGS84","CT","BLOOMFIELD",4321,"","","2016-06-27 13:25:00","BellucciC","2016-06-27 13:28:00","BellucciC"
15952,"Stratton Brook","STRB-2 Right of Lifeguard Chair(s)","Lake",41.8653,-72.835,24000,"Interpolation-Map","NAD83","CT","SIMSBURY",4318,"CT4318-03-1-L1_01","","2006-05-16 00:00:00","Unknown","2011-12-28 12:59:00","GregoireB"
19820,"Farmington River, Unnamed tributary to","Barnes Aerospace parking lot off Old Kennedy Road","River/Stream",41.8654,-72.6349,0,"Interpolation-Satellite","WGS84","CT","WINDSOR",4300,"","105001487","2017-08-09 14:16:00","EltzB","2021-11-17 18:20:50","BeckerM"
19808,"Marsh Meadow Brook","40mAbove pond on park trail from Crandal Park","River/Stream",41.865422,-72.370993,0,"Interpolation-Satellite","WGS84","CT","TOLLAND",3106,"","107002319","2017-08-08 13:34:00","HagstromN","2021-10-05 14:34:45","BeckerM"
19806,"Chapmans Meadow Brook","US of Post Rd","River/Stream",41.865446,-72.391043,0,"Interpolation-Satellite","WGS84","CT","TOLLAND",3106,"","107002320","2017-08-08 13:25:00","HagstromN","2021-10-05 14:34:45","BeckerM"
15951,"Stratton Brook","STRB-1 Left of Lifeguard Chair(s)","Lake",41.8655,-72.8353,24000,"Interpolation-Map","NAD83","CT","SIMSBURY",4318,"CT4318-03-1-L1_01","","2006-05-16 00:00:00","Unknown","2011-12-28 12:58:00","GregoireB"
15852,"Hockanum River","at outlet of underground section adjacent to Brooklyn Street","River/Stream",41.8655,-72.4492,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_07","","2006-04-27 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14239,"Hockanum River","upstream Vernon STP","River/Stream",41.8659,-72.487,24000,"GPS-Unspecified","NAD83","CT","VERNON",4500,"CT4500-00_06a","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19903,"Lucy Brook","Upstream of Wooden Trail Bridge Upstream of East Weatogue Street","River/Stream",41.865972,-72.791805,0,"Interpolation-Satellite","WGS84","CT","SIMSBURY",4300,"","105001498","2017-08-18 16:08:00","EltzB","2021-11-17 18:20:50","BeckerM"
17483,"Housatonic River","dead horse pool","River/Stream",41.8661,-73.369,24000,"Interpolation-Map","NAD83","CT","CORNWALL",6000,"Needs","","2010-03-01 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
18007,"Pine Swamp Brook","at Route 7","River/Stream",41.86612,-73.36964,24000,"Interpolation-Satellite","NAD83","CT","SHARON",6000,"Needs","","2010-10-25 00:00:00","BeaucheneM","2012-03-05 00:00:00","BeaucheneM"
17595,"Wappoquia Brook","Downstream of Day Road (CT Audubon Society Property)","River/Stream",41.866162,-71.95802,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3709,"","109002696","2011-02-02 14:31:00","Unknown","2021-10-05 14:34:45","BeckerM"
17695,"West Branch Naugatuck River","Just upstream of Hart Brook Confluence","River/Stream",41.866293,-73.167019,0,"Interpolation-Satellite","WGS84","CT","TORRINGTON",6904,"","-99","2011-10-31 11:23:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
19523,"East Branch Naugatuck River Trib","50 m US of Cardinal Circle","River/Stream",41.866309,-73.123683,0,"Interpolation-Satellite","WGS84","CT","TORRINGTON",6905,"","","2017-02-07 14:24:00","HagstromN","2017-02-07 14:26:00","HagstromN"
15048,"Hockanum River","upstream West Street","River/Stream",41.8666,-72.4648,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_06b","106003597","2003-06-25 00:00:00","BellucciC","2021-10-05 14:34:45","BeckerM"
14990,"Paper Mill Pond (Hockanum River impoundment0","at Route 31 (Grove Street)","Riverine Impoundment",41.8668,-72.4424,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_08","","2003-02-05 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
17732,"Abington Brook","Access thru field at # 116 covell road","River/Stream",41.866972,-71.99729,0,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","","2011-11-21 14:53:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
14590,"Bigelow Brook","downstream Route 198","River/Stream",41.8671,-72.0921,24000,"GPS-Unspecified","NAD83","CT","EASTFORD",3203,"CT3203-00_01","","1999-09-10 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17588,"Mashamoquet Brook","at Covell Road","River/Stream",41.86718,-71.992643,24000,"Interpolation-Satellite","WGS84","CT","POMFRET",3710,"","109002710","2011-02-02 14:18:00","Unknown","2021-10-05 14:34:45","BeckerM"
14988,"Amberbelle Company","at end of pipe","Storm Sewer",41.8673,-72.4433,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"INTO_CT****","","2003-02-05 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
15231,"Anocoil","at end of pipe","Facility Industrial",41.8674,-72.4454,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"INTO_CT****","","2003-09-22 00:00:00","BeaucheneM","2014-08-21 13:22:00","GatterEvartsR"
14989,"Amberbelle Company","at end of pipe","Storm Sewer",41.8674,-72.4437,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"INTO_CT****","","2003-02-05 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
14872,"Amberbelle Company","internal source","Facility Industrial",41.8674,-72.4431,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"INTO_CT****","","2002-05-16 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
14871,"Amberbelle Company","at final cooling water effluent","Facility Industrial",41.8675,-72.4434,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_07-INTO","","2002-05-16 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
15230,"Hockanum River","at Intake for Anacoil","River/Stream",41.8676,-72.4441,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_07","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
14991,"Hockanum River","Immediately below Amberbelle Company","River/Stream",41.8676,-72.4434,24000,"Interpolation-Map","NAD83","CT","VERNON",4500,"CT4500-00_07","","2003-02-05 00:00:00","GatterEvartsR","2010-03-12 00:00:00","BeaucheneM"
